5 Minutes,Lane 1 Flow (Veh/Minute),Lane 1 Speed (mph),Lane 2 Flow (Veh/Minute),Lane 2 Speed (mph),Lane 3 Flow (Veh/Minute),Lane 3 Speed (mph),Lane 4 Flow (Veh/Minute),Lane 4 Speed (mph),Flow (Veh/ Minute),Speed (mph),# Lane Points,% Observed
1/10/2021 9:30,4,73.7,11,67.1,10,59.1,10,58.8,36,63.2,4,100
1/10/2021 9:35,7,73.7,14,65.2,16,62.9,15,60.1,52,64.2,4,100
1/10/2021 9:40,6,74.6,13,67.5,13,65.3,10,55.1,41,64.9,4,100
1/10/2021 9:45,7,73.1,13,67.7,12,61.8,13,59.4,45,64.6,4,100
1/10/2021 9:50,7,74.2,13,67.8,17,63,11,62.2,48,65.7,4,100
1/10/2021 9:55,4,74.2,13,68.1,14,64.6,13,59.8,44,65.2,4,100
1/10/2021 10:00,5,74.6,10,66.4,13,67,11,58.7,39,65.6,4,100
1/10/2021 10:05,5,74.7,12,69.4,13,66.3,13,60.1,43,66.3,4,100
1/10/2021 10:10,4,74.8,12,68.1,14,64.7,13,60,42,65.2,4,100
1/10/2021 10:15,5,74.3,11,67.6,13,65.4,12,62.1,40,66,4,100
1/10/2021 10:20,4,74.1,10,67.2,15,65.4,12,60.5,40,65.1,4,100
1/10/2021 10:25,5,74.3,10,65.9,14,65,10,60.7,40,65.3,4,100
1/10/2021 10:30,5,74,10,65.4,10,65.4,10,60.8,36,65.3,4,100
1/10/2021 10:35,9,73.2,13,64.5,14,65,13,57.1,50,64.3,4,100
1/10/2021 10:40,5,74.1,14,65.3,12,61.5,10,58.8,41,63.6,4,100
1/10/2021 10:45,7,73.3,12,66.6,12,65,11,59.4,42,65.3,4,100
1/10/2021 10:50,7,74.2,12,67.9,14,67.1,14,60.3,47,66.3,4,100
1/10/2021 10:55,6,75,12,68.8,13,65.4,13,60.1,44,66.1,4,100
1/10/2021 11:00,6,75,11,70,12,63.3,11,62.2,40,66.6,4,100
1/10/2021 11:05,7,75.1,14,68.7,16,64.4,15,58.8,52,65.5,4,100
1/10/2021 11:10,7,75.1,13,68.8,14,66.7,13,62.1,48,67.2,4,100
1/10/2021 11:15,5,74.4,11,68.5,12,66.4,12,61.4,40,66.5,4,100
1/10/2021 11:20,6,73.6,14,66.9,14,64.8,12,59.2,46,65.1,4,100
1/10/2021 11:25,5,73.9,11,68.7,13,61.6,11,60.4,40,64.7,4,100
1/10/2021 11:30,5,73.6,14,68.3,14,62.7,13,61,45,65,4,100
1/10/2021 11:35,4,74,11,68.2,14,65.3,12,61.7,41,66,4,100
1/10/2021 11:40,8,74.2,13,66.4,13,59.5,16,61.5,50,64.3,4,100
1/10/2021 11:45,8,74.2,12,66.2,16,62.5,14,62.1,50,65.2,4,100
1/10/2021 11:50,8,75.4,13,67.2,13,63.4,11,61.9,45,66.2,4,100
1/10/2021 11:55,6,75,13,70.6,11,65.7,15,62.4,44,67.3,4,100
1/10/2021 12:00,7,74.2,13,70.9,12,66.5,14,60.2,46,67,4,100
1/10/2021 12:05,6,73.1,13,68.5,11,65.4,13,60.3,43,66,4,100
1/10/2021 12:10,8,75,12,66.4,14,66.3,12,58.9,46,65.8,4,100
1/10/2021 12:15,8,75.5,12,67.5,16,67.9,12,58.6,48,66.6,4,100
1/10/2021 12:20,7,75,15,69.2,12,65.9,15,59.1,49,66.2,4,100
1/10/2021 12:25,8,74.4,15,68.7,16,65.9,11,58.7,50,66.5,4,100
1/10/2021 12:30,12,73.9,12,67.5,17,66.4,21,59.4,62,65.7,4,100
1/10/2021 12:35,9,76,15,69,14,67.4,12,57.1,50,67,4,100
1/10/2021 12:40,11,77.2,14,67.8,14,68.1,11,58,50,67.8,4,100
1/10/2021 12:45,8,74.9,13,68.9,14,65.8,12,59.9,48,66.7,4,100
1/10/2021 12:50,9,74.5,15,68.4,15,65.8,16,59.5,54,66,4,100
1/10/2021 12:55,7,74.3,13,69.2,14,67.7,12,58.3,45,66.5,4,100
1/10/2021 13:00,9,72.7,18,66.7,18,65,14,59,59,65.3,4,100
1/10/2021 13:05,12,75.3,18,67,16,61.7,17,58.9,62,65,4,100
1/10/2021 13:10,10,73.7,17,67.9,16,60.1,11,60.2,54,65.2,4,100
1/10/2021 13:15,13,74.9,16,66,18,63.2,12,58.5,59,65.6,4,100
1/10/2021 13:20,11,75.4,18,67.2,16,63.3,14,59.5,59,65.9,4,100
1/10/2021 13:25,12,74.5,18,65.8,19,60.5,17,59.5,66,64.3,4,100
1/10/2021 13:30,14,73,20,66,19,61.3,16,58,70,64.3,4,100
1/10/2021 13:35,14,73,21,66.2,20,60,18,59.1,73,64.1,4,100
1/10/2021 13:40,14,74.7,19,68.3,20,63,15,59,67,66,4,100
1/10/2021 13:45,15,73.1,18,68.7,19,60.8,15,57.1,67,64.9,4,100
1/10/2021 13:50,16,73.5,20,67.3,18,61.9,17,57.4,71,65,4,100
1/10/2021 13:55,14,72.4,18,66,18,61.3,16,59.7,66,64.5,4,100
1/10/2021 14:00,14,70.9,20,66.6,19,59.6,16,58.5,69,63.6,4,100
1/10/2021 14:05,21,68.5,21,64,21,60.3,14,57.4,76,63,4,100
1/10/2021 14:10,16,68.6,20,63.2,17,59.5,15,57.9,68,62.4,4,100
1/10/2021 14:15,18,68.2,23,68.3,21,60,16,59.3,78,64.2,4,0
1/10/2021 14:20,21,67.7,22,67.2,20,60.1,17,59.8,80,64,4,0
1/10/2021 14:25,20,70.1,21,67.5,22,69.8,13,63.5,76,68.2,4,100
1/10/2021 14:30,21,67.7,22,66,17,65.3,17,60.5,76,65.1,4,100
1/10/2021 14:35,19,67.9,21,67.2,18,66.8,16,60.8,73,65.9,4,100
1/10/2021 14:40,22,67.7,26,66.1,22,64,19,58.6,88,64.4,4,100
1/10/2021 14:45,22,66.1,24,64.4,21,63.6,17,59,83,63.6,4,100
1/10/2021 14:50,22,65.9,22,65.1,19,62.4,18,60,81,63.5,4,100
1/10/2021 14:55,21,67,22,66.6,18,62.6,17,60.7,79,64.5,4,100
1/10/2021 15:00,21,67.9,25,62.8,22,64.4,19,60.7,87,64,4,100
1/10/2021 15:05,25,66.2,27,63.7,26,61.5,20,58.9,97,62.8,4,100
1/10/2021 15:10,22,66.8,25,64.8,23,63.2,20,59.7,89,63.8,4,100
1/10/2021 15:15,24,67,26,64.7,20,63.2,17,58.7,86,63.8,4,100
1/10/2021 15:20,27,64.6,22,62.7,22,61.6,19,58.6,91,62.1,4,100
1/10/2021 15:25,30,63.2,30,62.9,23,62.5,18,59,101,62.2,4,100
1/10/2021 15:30,26,64.3,26,63.3,21,61.5,19,59.7,93,62.4,4,100
1/10/2021 15:35,26,63.4,29,61.6,25,60.8,18,59.6,98,61.5,4,100
1/10/2021 15:40,26,64.2,25,63.4,23,63.2,18,59.4,92,62.8,4,100
1/10/2021 15:45,30,63,27,62.8,24,61.9,21,58.2,102,61.7,4,100
1/10/2021 15:50,28,63.3,28,64,24,63.8,18,57.9,98,62.6,4,100
1/10/2021 15:55,30,63.7,25,62.8,22,63,21,56.1,97,61.7,4,100
1/10/2021 16:00,29,62.6,30,60.6,26,61,25,53.3,110,59.5,4,100
1/10/2021 16:05,25,62.8,26,61.9,27,61.9,21,56,99,60.9,4,100
1/10/2021 16:10,28,64.5,25,64,24,62.4,20,59.2,96,62.8,4,100
1/10/2021 16:15,27,64.7,27,64.3,24,63.2,21,59.6,98,63.1,4,100
1/10/2021 16:20,28,62.8,27,62.3,25,61,24,57.2,104,60.9,4,100
1/10/2021 16:25,27,63.6,29,62.5,23,62.2,24,58,103,61.7,4,100
1/10/2021 16:30,29,63.7,30,62.8,24,63,21,57.8,104,62.1,4,100
1/10/2021 16:35,28,62.9,28,62.7,25,60.3,22,55.7,102,60.7,4,100
1/10/2021 16:40,28,63.4,28,63.6,24,60.1,24,55.2,105,60.8,4,100
1/10/2021 16:45,28,65.1,27,64.5,22,59.1,21,57.5,99,62,4,100
1/10/2021 16:50,26,63.3,28,63.5,25,61.7,21,57.1,101,61.7,4,100
1/10/2021 16:55,26,63.8,28,63.5,27,61,20,58.7,101,62,4,100
1/10/2021 17:00,26,64.4,29,64.1,23,63.1,19,59.8,97,63.1,4,100
1/10/2021 17:05,27,65.1,22,64.2,25,62.7,19,58.9,94,63,4,100
1/10/2021 17:10,28,65.2,27,62.8,23,63,23,59,101,62.6,4,100
1/10/2021 17:15,26,65.4,24,63.9,23,63.8,22,59.7,94,63.3,4,100
1/10/2021 17:20,26,65.2,24,61.7,20,64.6,21,62,91,63.4,4,100
1/10/2021 17:25,26,64.4,24,62.7,26,66.1,20,61.5,96,63.8,4,100
1/10/2021 17:30,27,64.7,27,63.7,22,65.7,22,58.8,98,63.3,4,100
1/10/2021 17:35,30,63.9,25,64,27,63,18,57,100,62.5,4,100
1/10/2021 17:40,25,63.5,27,64.5,25,64,20,57.7,96,62.7,4,100
1/10/2021 17:45,23,63.8,29,63.4,23,63.3,23,55.7,99,61.7,4,100
1/10/2021 17:50,33,63.3,35,63.3,31,61,25,56.2,125,61.3,4,100
1/10/2021 17:55,28,63.9,26,63.7,23,63.6,24,55.7,101,61.8,4,100
1/10/2021 18:00,25,63.7,26,62.6,26,60.3,22,56.5,99,60.9,4,100
1/10/2021 18:05,33,62.1,28,64.8,26,61.4,24,54.9,111,61.1,4,100
1/10/2021 18:10,25,63.3,24,64.9,23,61.9,21,56.3,93,61.8,4,100
1/10/2021 18:15,22,65.8,22,64.8,25,60.4,26,56,95,61.5,4,100
1/10/2021 18:20,22,65.6,24,63.8,20,60.1,23,57.6,90,61.8,4,100
1/10/2021 18:25,18,67.2,24,65.2,21,60.9,20,59.3,82,63.1,4,100
1/10/2021 18:30,23,65.7,26,61.7,24,60,22,60.2,95,61.9,4,100
1/10/2021 18:35,17,68.3,21,63.7,20,62.6,16,61.5,73,64,4,100
1/10/2021 18:40,16,67.3,19,63.7,20,63.6,15,61,69,63.9,4,100
1/10/2021 18:45,15,66.4,19,64.8,17,64.8,18,61.3,69,64.2,4,100
1/10/2021 18:50,19,66.2,20,65.3,17,67.3,17,62.6,72,65.4,4,100
1/10/2021 18:55,16,66.4,22,65.3,20,65.6,18,62.1,76,64.9,4,100
2/10/2021 6:55,4,74.5,9,70.3,13,69.2,7,58.4,32,67.8,4,100
2/10/2021 7:00,4,74.1,8,70.5,10,70,6,60.6,28,68.7,4,100
2/10/2021 7:05,3,74.4,6,71.6,11,70.1,7,63.4,27,69.1,4,100
2/10/2021 7:10,2,74.4,10,71,11,67.2,6,62.2,29,68,4,100
2/10/2021 7:15,6,75.3,11,70,10,66.8,9,61.9,35,68,4,100
2/10/2021 7:20,3,75,8,70.4,11,66.6,8,63.6,31,67.7,4,100
2/10/2021 7:25,5,74.7,10,70.2,13,66.7,12,62.3,41,67.3,4,100
2/10/2021 7:30,8,77,13,71.9,15,69.7,8,59.8,43,69.9,4,100
2/10/2021 7:35,5,75.3,15,70.7,15,63.6,10,61.2,45,66.6,4,100
2/10/2021 7:40,8,73.8,14,69.6,14,61.2,12,59.8,47,65.5,4,100
2/10/2021 7:45,9,73.2,12,70.6,13,65.4,12,60.1,46,66.8,4,100
2/10/2021 7:50,7,74.3,12,69.7,15,65.7,11,60.4,44,66.8,4,100
2/10/2021 7:55,7,76.5,13,70.8,15,65.6,16,62.1,50,67.4,4,100
2/10/2021 8:00,6,75.8,13,70.4,14,64.8,12,61.5,46,67.1,4,100
2/10/2021 8:05,5,75.7,12,70.9,12,65.9,11,63.5,40,68.1,4,100
2/10/2021 8:10,6,75.7,12,70.5,12,62.5,10,61.5,40,66.6,4,100
2/10/2021 8:15,6,74.8,12,68.8,15,61.4,12,60.8,44,65,4,100
2/10/2021 8:20,6,74.9,11,68.6,13,62.4,12,61.1,43,65.5,4,100
2/10/2021 8:25,5,75.1,12,69.9,14,65,12,61.9,42,66.6,4,100
2/10/2021 8:30,4,74.9,10,70.1,12,66,10,61.6,37,67,4,100
2/10/2021 8:35,6,74.5,13,68.9,14,67.5,11,62,43,67.4,4,100
2/10/2021 8:40,8,74.2,14,69.4,15,66.7,14,61,52,67.1,4,100
2/10/2021 8:45,7,73.9,14,70,16,64.8,13,61,50,66.7,4,100
2/10/2021 8:50,8,75.9,13,69.2,15,66.8,13,61.2,49,67.4,4,100
2/10/2021 8:55,6,76.2,11,69,14,68,16,61.3,47,67,4,100
2/10/2021 9:00,3,75.8,12,69.7,13,67.2,13,58.6,42,65.8,4,100
2/10/2021 9:05,4,75.3,12,68.8,15,66.8,12,59.2,43,66,4,100
2/10/2021 9:10,6,74.6,14,71.6,14,66.6,13,61.6,46,67.7,4,100
2/10/2021 9:15,5,74.2,13,70.5,12,65.9,13,60.4,42,66.6,4,100
2/10/2021 9:20,6,73.9,13,69.6,12,65.1,15,61.1,46,66.2,4,100
2/10/2021 9:25,6,74,13,68.7,15,62.7,16,58.8,50,64.3,4,100
2/10/2021 9:30,6,74.2,13,70.7,14,66,14,60.2,48,66.7,4,100
2/10/2021 9:35,6,74.6,14,71.9,20,67,13,61,53,67.8,4,100
2/10/2021 9:40,6,74.4,14,68.5,18,64.5,16,60.5,54,65.4,4,100
2/10/2021 9:45,10,72.6,16,66,18,64.4,16,58.8,61,64.8,4,100
2/10/2021 9:50,8,74.9,13,66.7,15,66.1,11,59.5,48,66.1,4,100
2/10/2021 9:55,8,74.7,17,68.5,17,66.8,14,61.3,56,67,4,100
2/10/2021 10:00,7,74.2,15,69.8,16,65.4,15,60.4,53,66.3,4,100
2/10/2021 10:05,4,74.4,12,68.8,13,64.3,16,59.5,45,64.7,4,100
2/10/2021 10:10,7,74.6,14,69.1,15,66.5,15,60.5,51,66.6,4,100
2/10/2021 10:15,8,74.1,12,67.1,16,65.1,13,62.3,49,66.3,4,100
2/10/2021 10:20,9,73.5,15,67.7,16,63.3,14,59.5,53,65.2,4,100
2/10/2021 10:25,9,73.1,16,69.7,16,62.8,16,61.7,57,66,4,100
2/10/2021 10:30,8,75.2,13,69,16,65.7,14,60.8,51,66.7,4,100
2/10/2021 10:35,8,73.3,15,67.8,17,63.5,17,60.5,57,65.2,4,100
2/10/2021 10:40,6,73.8,14,69.5,16,64.4,14,62.9,50,66.6,4,100
2/10/2021 10:45,9,73.4,14,68.4,14,65.2,13,63.4,49,67.1,4,100
2/10/2021 10:50,9,74.5,14,68.5,18,63.8,14,63.2,55,66.7,4,100
2/10/2021 10:55,7,76,12,68.3,15,65.7,15,61.1,48,66.4,4,100
2/10/2021 11:00,11,75.3,17,67.9,19,63.1,16,59,63,65.5,4,100
2/10/2021 11:05,6,75,13,69.7,15,65.3,14,61.4,49,66.6,4,100
2/10/2021 11:10,8,74.6,14,69.7,14,64.8,15,60.2,51,66.4,4,100
2/10/2021 11:15,5,75.1,11,68.7,14,64,12,61.5,42,65.9,4,100
2/10/2021 11:20,8,73.9,15,68.3,16,61.5,17,61.5,56,65.1,4,100
2/10/2021 11:25,7,75.6,12,69.5,15,62.5,13,58.2,47,65.1,4,100
2/10/2021 11:30,6,74.6,14,69.2,13,61.5,14,59.5,48,65,4,100
2/10/2021 11:35,7,74.3,13,69.5,16,61.8,13,60.3,49,65.2,4,100
2/10/2021 11:40,6,75.2,12,68.3,15,64.5,16,62.4,49,66.1,4,100
2/10/2021 11:45,8,75,17,67.3,16,62.4,14,62.8,55,65.9,4,100
2/10/2021 11:50,10,75.3,18,68.1,17,63.5,17,60.5,62,65.9,4,100
2/10/2021 11:55,8,74.6,16,69.1,17,65.8,13,61.4,54,67,4,100
2/10/2021 12:00,10,74.8,17,68.6,17,65.1,13,62.1,57,67.1,4,100
2/10/2021 12:05,9,74.1,15,69.5,16,63.9,12,59.1,52,66.3,4,100
2/10/2021 12:10,10,74.1,15,68.4,17,64.6,12,60.4,54,66.4,4,100
2/10/2021 12:15,7,74.7,11,68.7,14,66.3,16,60.8,48,66.2,4,100
2/10/2021 12:20,9,75.5,16,69.9,18,65.5,18,61.1,60,66.8,4,100
2/10/2021 12:25,9,72.8,16,67,15,64.5,16,58.5,55,64.8,4,100
2/10/2021 12:30,8,72.9,15,67.2,14,64.8,12,60.8,48,65.8,4,100
2/10/2021 12:35,12,73.5,18,68.4,16,65.2,14,62.9,60,67.3,4,100
2/10/2021 12:40,8,72.8,17,69.5,17,64.4,14,62.2,56,66.6,4,100
2/10/2021 12:45,9,73.7,16,68.8,15,65.8,13,61.3,54,67,4,100
2/10/2021 12:50,11,73.4,16,67.4,17,64.8,13,61.1,56,66.4,4,100
2/10/2021 12:55,12,73.4,16,66.8,18,64.6,18,60.3,64,65.6,4,100
2/10/2021 13:00,13,73.7,16,67.9,14,62.8,14,61.5,58,66.4,4,100
2/10/2021 13:05,12,73.9,19,67.3,16,64.1,13,61.7,60,66.6,4,100
2/10/2021 13:10,10,73.7,17,68.6,18,62,16,61.9,60,65.7,4,100
2/10/2021 13:15,12,73,17,67.4,20,64.2,16,61.9,67,66.1,4,100
2/10/2021 13:20,12,72.8,16,68.9,17,65.3,16,62.2,62,66.9,4,100
2/10/2021 13:25,12,74.5,17,68.8,19,65.5,15,61.1,62,67,4,100
2/10/2021 13:30,12,74.4,16,70.9,18,64.2,17,60.3,62,66.8,4,100
2/10/2021 13:35,10,75,14,68.5,15,64.6,13,59.8,51,66.4,4,100
2/10/2021 13:40,11,74.5,16,69.1,18,63.8,17,60.7,62,66.2,4,100
2/10/2021 13:45,8,76.1,16,71.2,16,65.4,15,61.2,54,67.5,4,100
2/10/2021 13:50,9,76.6,16,71.9,15,67.2,17,61.7,57,68.3,4,100
2/10/2021 13:55,11,76.2,17,72.1,19,66.7,18,61.7,65,68.4,4,100
2/10/2021 14:00,12,76.6,17,69.4,18,65.8,16,61.5,63,67.7,4,100
2/10/2021 14:05,13,73.7,17,67.1,18,65.4,15,59.9,63,66.3,4,100
2/10/2021 14:10,10,73.8,17,68.5,19,66,14,62.4,60,67.2,4,100
2/10/2021 14:15,13,73.7,15,69.7,19,64.9,15,61.5,63,67.1,4,100
2/10/2021 14:20,12,74.8,19,67.7,15,61.1,17,61.5,63,65.8,4,100
2/10/2021 14:25,11,75.1,20,68.6,16,61.4,16,59.8,64,65.6,4,100
2/10/2021 14:30,13,74.8,20,69.5,17,63,16,59.1,66,66.3,4,100
2/10/2021 14:35,14,73.4,17,67.9,18,64.7,17,61.3,65,66.5,4,100
2/10/2021 14:40,13,74.7,21,67.6,16,64.7,18,59,67,66,4,100
2/10/2021 14:45,13,73.1,19,67.1,18,63.1,18,60.7,68,65.5,4,100
2/10/2021 14:50,15,72.5,19,68.5,22,63,15,61.3,70,66.1,4,100
2/10/2021 14:55,14,72.3,16,69,22,66.1,16,61.7,69,67,4,100
2/10/2021 15:00,15,73.3,20,69.4,19,66.4,16,61.3,70,67.6,4,100
2/10/2021 15:05,15,69.6,20,67.1,20,64.5,18,64.6,74,66.3,4,100
2/10/2021 15:10,14,73.5,19,67,19,62.8,20,63.1,73,66.1,4,100
2/10/2021 15:15,16,73.2,24,66.4,20,63.2,19,61.4,78,65.8,4,100
2/10/2021 15:20,13,72.6,21,65.2,17,63,17,63,69,65.5,4,100
2/10/2021 15:25,14,74.1,18,67.5,18,65.1,16,61.2,66,66.8,4,100
2/10/2021 15:30,15,73.8,19,67.5,19,66.1,16,60.1,68,66.7,4,100
2/10/2021 15:35,12,73.6,16,68.5,18,64.4,17,59.8,62,66,4,100
2/10/2021 15:40,14,74.4,18,69.6,18,63.9,19,61.2,68,66.8,4,100
2/10/2021 15:45,15,75.1,18,69.4,18,65.4,15,62.6,65,68,4,100
2/10/2021 15:50,11,73.9,20,69,18,63.8,18,61.6,67,66.4,4,100
2/10/2021 15:55,9,74.4,18,70.4,18,65.7,13,63.6,58,68.1,4,100
2/10/2021 16:00,10,73.5,16,68.3,18,64.9,17,62.5,60,66.5,4,100
2/10/2021 16:05,10,73.7,16,69.9,18,67.2,15,61.9,60,67.7,4,100
2/10/2021 16:10,12,73.6,18,68.9,17,66.9,13,60.8,61,67.5,4,100
2/10/2021 16:15,9,74.1,16,69.5,18,64.7,14,61,58,66.6,4,100
2/10/2021 16:20,14,73.4,18,69.5,18,64,15,60.7,65,66.9,4,100
2/10/2021 16:25,14,74.5,15,69.3,16,62.8,17,59.4,62,66.1,4,100
2/10/2021 16:30,12,75.8,17,70.2,16,65.4,14,61.7,59,68,4,100
2/10/2021 16:35,9,75.4,16,69.7,16,66.3,13,63.2,54,68,4,100
2/10/2021 16:40,10,75.1,16,69.2,16,67.6,14,63.9,55,68.5,4,100
2/10/2021 16:45,11,74,18,67.6,13,64.2,16,61.2,58,66.3,4,100
2/10/2021 16:50,11,72.8,19,66.9,20,62.5,16,60.5,67,65,4,100
2/10/2021 16:55,13,74.6,17,68.2,16,64.9,17,61.7,62,66.9,4,100
2/10/2021 17:00,11,74.7,18,68.6,19,66.3,19,62.8,67,67.3,4,100
2/10/2021 17:05,8,75.4,16,69.3,16,65.4,16,62.6,56,67.2,4,100
2/10/2021 17:10,10,75.2,16,68.5,16,64.7,15,60.3,58,66.5,4,100
2/10/2021 17:15,8,74.3,17,68.1,15,66.1,14,63.4,54,67.2,4,100
2/10/2021 17:20,9,74.4,14,69.2,17,65.8,13,63,53,67.4,4,100
2/10/2021 17:25,9,75.6,15,70.7,18,67,14,62.1,57,68.1,4,100
2/10/2021 17:30,7,75.5,15,69.2,16,66.4,16,62.5,55,67.2,4,100
2/10/2021 17:35,9,76.6,12,70.5,16,66.8,15,61.5,51,67.9,4,100
2/10/2021 17:40,11,75.5,15,69.8,17,66.3,19,62,61,67.4,4,100
2/10/2021 17:45,9,73.2,18,69.3,15,64.4,16,61.6,57,66.4,4,100
2/10/2021 17:50,9,74.4,17,69.8,18,65,16,60.9,60,66.7,4,100
2/10/2021 17:55,9,74.9,17,70.8,16,64.3,16,63.8,57,67.7,4,100
2/10/2021 18:00,10,75.5,15,70,16,64.9,15,64.5,57,68.1,4,100
2/10/2021 18:05,9,75.6,16,69.6,18,66.3,16,62.9,59,67.7,4,100
2/10/2021 18:10,9,74.6,14,69.5,17,66.2,16,61.9,57,67.1,4,100
2/10/2021 18:15,7,75.3,13,70.6,16,66.1,16,63.4,51,67.6,4,100
2/10/2021 18:20,8,74.6,15,69.8,16,65.5,13,63.2,52,67.6,4,100
2/10/2021 18:25,8,73.6,15,69.4,16,66.7,14,63.7,52,67.7,4,100
2/10/2021 18:30,8,74.6,13,70.2,17,65.4,21,61.6,58,66.3,4,100
2/10/2021 18:35,11,73.5,14,68.8,16,66.3,16,60.5,57,66.7,4,100
2/10/2021 18:40,11,74.9,18,67,19,64.9,16,60,64,66,4,100
2/10/2021 18:45,7,74.8,15,65.9,15,63.2,14,57.1,50,63.9,4,100
2/10/2021 18:50,8,73.4,16,66.3,16,64.7,16,57,56,64.2,4,100
2/10/2021 18:55,6,73.7,14,66.2,14,65.3,15,59.5,50,64.8,4,100
,,72.17438424,,,,,,,,,,
